,tokens,ner_tags,pred
100676,results,O,O
100677,of,O,O
100678,these,O,O
100679,pairwise,O,O
100680,comparisons,O,O
100681,",",O,O
100682,showing,O,O
100683,the,O,O
100684,percentage,O,O
100685,of,O,O
100686,cases,O,O
100687,in,O,O
100688,which,O,O
100689,our,O,O
100690,system,O,O
100691,was,O,O
100692,preferred,O,O
100693,over,O,O
100694,each,O,O
100695,one,O,O
100696,of,O,O
100697,the,O,O
100698,two,O,B-HyperparameterValue
100699,baselines,O,O
100700,",",O,O
100701,under,O,O
100702,each,O,O
100703,of,O,O
100704,the,O,O
100705,four,O,O
100706,evaluation,O,O
100707,criteria,O,O
100708,.,O,O
100709,As,O,O
100710,can,O,O
100711,be,O,O
100712,seen,O,O
100713,",",O,O
100714,our,O,O
100715,system,O,O
100716,was,O,O
100717,favored,O,O
100718,in,O,O
100719,all,O,O
100720,cases,O,O
100721,",",O,O
100722,for,O,O
100723,both,O,O
100724,datasets,O,O
100725,.,O,O
100726,Furthermore,O,O
100727,",",O,O
100728,preference,O,O
100729,is,O,O
100730,almost,O,O
100731,always,O,O
100732,by,O,O
100733,a,O,O
100734,large,O,O
100735,margin,O,O
100736,",",O,O
100737,except,O,O
100738,for,O,O
100739,Non,O,O
100740,-,O,O
100741,Redundancy,O,O
100742,against,O,O
100743,RL,B-MethodName,B-MethodName
100744,-,I-MethodName,I-MethodName
100745,MMR,I-MethodName,I-MethodName
100746,",",O,O
100747,which,O,O
100748,avoids,O,O
100749,redundancy,O,O
100750,at,O,O
100751,a,O,O
100752,similar,O,O
100753,success,O,O
100754,level,O,O
100755,.,O,O
100756,Notably,O,O
100757,",",O,O
100758,as,O,O
100759,our,O,O
100760,clustering,O,B-TaskName
100761,-,O,O
100762,based,O,O
100763,method,O,O
100764,is,O,O
100765,focused,O,O
100766,on,O,O
100767,improving,O,O
100768,content,O,O
100769,selection,O,O
100770,",",O,O
100771,the,O,O
100772,large,O,O
100773,gap,O,O
100774,in,O,O
100775,favor,O,O
100776,of,O,O
100777,ProClusterin,B-MethodName,B-MethodName
100778,the,O,O
100779,content,O,O
100780,criterion,O,O
100781,supports,O,O
100782,its,O,O
100783,advantage,O,O
100784,",",O,O
100785,consistently,O,O
100786,with,O,O
100787,our,O,O
100788,ROUGE,B-MetricName,B-MetricName
100789,-,O,O
100790,score,O,O
100791,advantage,O,O
100792,in,O,O
100793,the,O,O
100794,automatic,O,B-TaskName
100795,evaluation,O,O
100796,(,O,O
100797,§,O,O
100798,4.2,O,B-MetricValue
100799,),O,O
100800,.,O,O
100801,While,O,O
100802,our,O,O
100803,summaries,O,O
100804,are,O,O
100805,(,O,O
100806,somewhat,O,O
100807,nonconventionally,O,O
100808,),O,O
100809,structured,O,O
100810,as,O,O
100811,bullet,O,O
100812,-,O,O
100813,style,O,B-MetricName
100814,lists,O,O
100815,of,O,O
100816,propositions,O,O
100817,rather,O,O
100818,than,O,O
100819,a,O,O
100820,coherent,O,O
100821,paragraph,O,O
100822,",",O,O
100823,evaluators,O,O
100824,preferred,O,O
100825,our,O,O
100826,style,O,B-MetricName
100827,of,O,O
100828,summarization,B-TaskName,B-TaskName
100829,in,O,O
100830,terms,O,O
100831,of,O,O
100832,readability,O,O
100833,.,O,O
100834,Moreover,O,O
100835,",",O,O
100836,as,O,O
100837,Table,O,O
100838,7,O,B-HyperparameterValue
100839,points,O,O
100840,out,O,O
100841,",",O,O
100842,ProClusterappears,B-MethodName,B-MethodName
100843,to,O,O
100844,be,O,O
100845,more,O,O
100846,abstractive,O,B-TaskName
100847,than,O,O
100848,PG,B-MethodName,B-MethodName
100849,-,I-MethodName,I-MethodName
100850,MMR,I-MethodName,I-MethodName
100851,",",O,O
100852,as,O,O
100853,suggested,O,O
100854,by,O,O
100855,the,O,O
100856,reduced,O,O
100857,ngram,O,O
100858,and,O,O
100859,sentence,O,B-TaskName
100860,overlap,O,O
100861,with,O,O
100862,source,O,O
100863,documents,O,O
100864,.,O,O
100865,Speciﬁcally,O,O
100866,",",O,O
100867,about,O,O
100868,half,O,O
100869,of,O,O
100870,the,O,O
100871,system,O,O
100872,summary,O,O
100873,sentences,O,O
100874,of,O,O
100875,PG,B-MethodName,B-MethodName
100876,-,I-MethodName,I-MethodName
100877,MMR,I-MethodName,I-MethodName
100878,are,O,O
100879,fully,O,B-MethodName
100880,copied,O,O
100881,",",O,O
100882,compared,O,O
100883,to,O,O
100884,about,O,O
100885,a,O,O
100886,quarter,O,O
100887,in,O,O
100888,our,O,O
100889,method,O,O
100890,.,O,O
100891,While,O,O
100892,the,O,O
100893,intensiﬁed,O,O
100894,abstractiveness,O,B-MetricName
100895,of,O,O
100896,our,O,O
100897,summaries,O,O
100898,could,O,O
100899,have,O,O
100900,potentially,O,O
100901,hindered,O,O
100902,readability,O,O
100903,",",O,O
100904,our,O,O
100905,system,O,O
100906,was,O,O
100907,nevertheless,O,O
100908,preferred,O,O
100909,along,O,O
100910,this,O,O
100911,aspect,O,O
100912,as,O,O
100913,well,O,O
100914,.,O,O
100915,Our,O,O
100916,approach,O,O
100917,leaves,O,O
100918,fertile,O,O
100919,ground,O,O
100920,for,O,O
100921,further,O,O
100922,improving,O,O
100923,readability,O,O
100924,by,O,O
100925,fusing,O,O
100926,several,O,O
100927,clusters,O,O
100928,together,O,O
100929,to,O,O
100930,generate,O,O
100931,sentences,O,O
100932,containing,O,O
100933,multiple,O,O
100934,propositions,O,O
100935,",",O,O
100936,and,O,O
100937,by,O,O
100938,developing,O,O
100939,sentence,O,B-TaskName
100940,planning,O,O
100941,and,O,O
100942,ordering,O,O
100943,models,O,O
100944,.,O,O
100945,Compatible,O,O
100946,training,O,O
100947,datasets,O,O
100948,for,O,O
100949,these,O,O
100950,models,O,O
100951,can,O,O
100952,be,O,O
100953,derived,O,O
100954,out,O,O
100955,of,O,O
100956,the,O,O
100957,gold,O,O
100958,reference,O,O
100959,summaries,O,O
100960,",",O,O
100961,as,O,O
100962,was,O,O
100963,done,O,O
100964,in,O,O
100965,this,O,O
100966,work,O,O
100967,for,O,O
100968,the,O,O
100969,salience,O,O
100970,(,O,O
100971,§,O,O
100972,3.2,O,B-MetricName
100973,),O,O
100974,and,O,O
100975,fusion,O,O
100976,(,O,O
100977,§,O,O
100978,3.5,O,O
100979,),O,O
100980,models.17725,O,O
100981,Paraphrastic,O,O
100982,Clusters,O,O
100983,as,O,O
100984,Summary,O,O
100985,Evidence,O,O
100986,A,O,O
100987,unique,O,O
100988,advantage,O,O
100989,of,O,O
100990,a,O,O
100991,cluster,O,O
100992,-,O,O
100993,based,O,O
100994,summary,O,O
100995,is,O,O
100996,that,O,O
100997,each,O,O
100998,summary,O,O
100999,sentence,O,B-TaskName
101000,is,O,O
101001,linked,O,O
101002,explicitly,O,O
101003,to,O,O
101004,a,O,O
101005,group,O,O
101006,of,O,O
101007,propositions,O,O
101008,from,O,O
101009,which,O,O
101010,the,O,O
101011,sentence,O,B-TaskName
101012,was,O,O
101013,generated,O,O
101014,",",O,O
101015,in,O,O
101016,so,O,O
101017,providing,O,O
101018,an,O,O
101019,“,O,O
101020,explanation,O,O
101021,”,O,O
101022,",",O,O
101023,or,O,O
101024,support,O,O
101025,evidence,O,O
101026,",",O,O
101027,for,O,O
101028,the,O,O
101029,output,O,O
101030,.,O,O
101031,These,O,O
101032,cluster,O,O
101033,explanations,O,O
101034,can,O,O
101035,expand,O,O
101036,the,O,O
101037,reader,O,O
101038,’s,O,O
101039,knowledge,O,B-TaskName
101040,and,O,O
101041,provide,O,O
101042,complementary,O,O
101043,facts,O,O
101044,from,O,O
101045,the,O,O
101046,nearby,O,O
101047,source,O,O
101048,context,O,O
101049,regarding,O,O
101050,the,O,O
101051,information,O,O
101052,from,O,O
101053,the,O,O
101054,generated,O,O
101055,sentence,O,B-TaskName
101056,.,O,O
101057,Such,O,O
101058,a,O,O
101059,feature,O,B-MethodName
101060,may,O,O
101061,be,O,O
101062,incorporated,O,O
101063,in,O,O
101064,interactive,O,O
101065,summarization,B-TaskName,B-TaskName
101066,systems,O,O
101067,",",O,O
101068,as,O,O
101069,applied,O,O
101070,in,O,O
101071,(,O,O
101072,Shapira,O,O
101073,et,O,O
101074,al,O,O
101075,.,O,O
101076,",",O,O
101077,2017,O,B-DatasetName
101078,),O,O
101079,",",O,O
101080,where,O,O
101081,a,O,O
101082,user,O,O
101083,can,O,O
101084,choose,O,O
101085,to,O,O
101086,expand,O,O
101087,on,O,O
101088,the,O,O
101089,facts,O,O
101090,within,O,O
101091,a,O,O
101092,sentence,O,B-TaskName
101093,of,O,O
101094,the,O,O
101095,presented,O,O
101096,summary,O,O
101097,.,O,O
101098,To,O,O
101099,assess,O,O
101100,the,O,O
101101,reliability,O,O
101102,of,O,O
101103,such,O,O
101104,feature,O,B-MethodName
101105,",",O,O
101106,we,O,O
101107,veriﬁed,O,O
101108,that,O,O
101109,clusters,O,O
101110,indeed,O,O
101111,“,O,O
101112,explain,O,O
101113,”,O,O
101114,their,O,O
101115,generated,O,O
101116,sentences,O,O
101117,.,O,O
101118,To,O,O
101119,that,O,O
101120,end,O,O
101121,",",O,O
101122,we,O,O
101123,conducted,O,O
101124,a,O,O
101125,crowdsourced,O,O
101126,annotation,O,O
101127,",",O,O
101128,where,O,O
101129,a,O,O
101130,worker,O,O
101131,marked,O,O
101132,whether,O,O
101133,a,O,O
101134,cluster,O,O
101135,proposition,O,O
101136,mentions,O,O
101137,the,O,O
101138,main,O,O
101139,idea,O,O
101140,of,O,O
101141,its,O,O
101142,corresponding,O,O
101143,generated,O,O
101144,sentence,O,B-TaskName
101145,.,O,O
101146,Each,O,O
101147,pair,O,O
101148,was,O,O
101149,examined,O,O
101150,by,O,O
101151,three,O,O
101152,workers,O,O
101153,",",O,O
101154,with,O,O
101155,the,O,O
101156,majority,O,O
101157,vote,O,O
101158,used,O,O
101159,for,O,O
101160,the,O,O
101161,ﬁnal,O,O
101162,decision,O,O
101163,.,O,O
101164,On,O,O
101165,a,O,O
101166,random,O,O
101167,selection,O,O
101168,of,O,O
101169,25,O,O
101170,%,O,O
101171,of,O,O
101172,the,O,O
101173,clusters,O,O
101174,",",O,O
101175,we,O,O
101176,found,O,O
101177,that,O,O
101178,",",O,O
101179,on,O,O
101180,average,O,B-MetricName
101181,",",O,O
101182,89,B-MetricValue,B-MetricValue
101183,%,I-MetricValue,I-MetricValue
101184,and,O,O
101185,84,B-MetricValue,B-MetricValue
101186,%,I-MetricValue,I-MetricValue
101187,of,O,O
101188,a,O,O
101189,cluster,O,O
101190,’s,O,O
101191,propositions,O,O
101192,in,O,O
101193,DUC,B-DatasetName,B-DatasetName
101194,2004,I-DatasetName,I-DatasetName
101195,and,O,O
101196,TAC,B-DatasetName,B-DatasetName
101197,2011,I-DatasetName,I-DatasetName
101198,support,O,O
101199,their,O,O
101200,corresponding,O,O
101201,generated,O,O
101202,sentence,O,B-TaskName
101203,",",O,O
101204,with,O,O
101205,an,O,O
101206,average,O,B-MetricName
101207,cluster,O,O
101208,size,O,O
101209,of,O,O
101210,3.4,O,B-MetricValue
101211,and,O,O
101212,4.8,O,O
101213,propositions,O,O
101214,",",O,O
101215,respectively,O,O
101216,.,O,O
101217,Furthermore,O,O
101218,",",O,O
101219,given,O,O
101220,this,O,O
101221,strong,O,O
101222,alignment,O,O
101223,of,O,O
101224,a,O,O
101225,cluster,O,O
101226,to,O,O
101227,its,O,O
101228,generated,O,O
101229,sentence,O,B-TaskName
101230,",",O,O
101231,a,O,O
101232,cluster,O,O
101233,facilitates,O,O
101234,effective,O,O
101235,veriﬁcation,O,O
101236,of,O,O
101237,faithfulness,O,B-MetricName
101238,of,O,O
101239,its,O,O
101240,corresponding,O,O
101241,generated,O,O
101242,abstractive,O,B-TaskName
101243,sentence,O,B-TaskName
101244,.,O,O
101245,Since,O,O
101246,the,O,O
101247,output,O,O
101248,sentence,O,B-TaskName
101249,is,O,O
101250,based,O,O
101251,solely,O,O
101252,on,O,O
101253,its,O,O
101254,cluster,O,O
101255,propositions,O,O
101256,",",O,O
101257,the,O,O
101258,sentence,O,B-TaskName
101259,’s,O,O
101260,correctness,O,O
101261,can,O,O
101262,be,O,O
101263,veriﬁed,O,O
101264,against,O,O
101265,the,O,O
101266,“,O,O
101267,explaining,O,O
101268,"""",O,O
101269,cluster,O,O
101270,instead,O,O
101271,of,O,O
101272,against,O,O
101273,the,O,O
101274,full,O,B-TaskName
101275,document,O,B-TaskName
101276,set,O,O
101277,.,O,O
101278,An,O,O
101279,example,O,O
101280,of,O,O
101281,an,O,O
101282,unfaithful,O,O
101283,abstraction,O,O
101284,is,O,O
101285,marked,O,O
101286,in,O,O
101287,red,O,O
101288,in,O,O
101289,Table,O,O
101290,1,O,B-HyperparameterValue
101291,.,O,O
101292,To,O,O
101293,the,O,O
101294,best,O,O
101295,of,O,O
101296,our,O,O
101297,knowledge,O,B-TaskName
101298,",",O,O
101299,this,O,O
101300,is,O,O
101301,the,O,O
101302,ﬁrst,O,O
101303,attempt,O,O
101304,for,O,O
101305,efﬁcient,O,O
101306,manual,O,O
101307,assessment,O,O
101308,of,O,O
101309,faithfulness,O,B-MetricName
101310,in,O,O
101311,MDS,B-MethodName,B-TaskName
101312,.,O,O
101313,We,O,O
101314,conducted,O,O
101315,a,O,O
101316,respective,O,O
101317,evaluation,O,O
101318,process,O,O
101319,",",O,O
101320,through,O,O
101321,crowdsourcing,O,O
101322,",",O,O
101323,to,O,O
101324,assess,O,O
101325,the,O,O
101326,faithfulness,O,B-MetricName
101327,of,O,O
101328,our,O,O
101329,system,O,O
101330,summaries,O,O
101331,.,O,O
101332,A,O,O
101333,worker,O,O
101334,saw,O,O
101335,a,O,O
101336,cluster,O,O
101337,and,O,O
101338,its,O,O
101339,generated,O,O
101340,sentence,O,B-TaskName
101341,and,O,O
101342,marked,O,O
101343,whether,O,O
101344,the,O,O
101345,sentence,O,B-TaskName
101346,was,O,O
101347,faithful,O,O
101348,to,O,O
101349,its,O,O
101350,origin,O,O
101351,cluster,O,O
101352,or,O,O
101353,not,O,O
101354,.,O,O
101355,Overall,O,O
101356,",",O,O
101357,this,O,O
101358,task,O,O
101359,cost,O,O
101360,a,O,O
101361,reasonable,O,O
101362,price,O,O
101363,of,O,O
101364,240,O,O
101365,$,O,O
101366,for,O,O
101367,both,O,O
101368,the,O,O
101369,DUC,B-DatasetName,B-DatasetName
101370,2004,I-DatasetName,I-DatasetName
101371,and,O,O
101372,TAC,B-DatasetName,B-DatasetName
101373,2011,I-DatasetName,I-DatasetName
101374,datasets,O,O
101375,together,O,O
101376,.,O,O
101377,Over,O,O
101378,the,O,O
101379,full,O,B-TaskName
101380,test,O,B-HyperparameterName
101381,sets,O,O
101382,",",O,O
101383,the,O,O
101384,annotations,O,O
101385,showed,O,O
101386,that,O,O
101387,80,O,O
101388,%,O,O
101389,and,O,O
101390,90,O,O
101391,%,O,O
101392,of,O,O
101393,the,O,O
101394,DUC,B-DatasetName,B-DatasetName
101395,2004,I-DatasetName,I-DatasetName
101396,and,O,O
101397,TAC,B-DatasetName,B-DatasetName
101398,2011,I-DatasetName,I-DatasetName
101399,summary,O,O
101400,sentences,O,O
101401,",",O,O
101402,respectively,O,O
101403,",",O,O
101404,were,O,O
101405,faithful,O,O
101406,to,O,O
101407,their,O,O
101408,corresponding,O,O
101409,clusters.6,O,O
101410,Conclusion,O,O
101411,We,O,O
101412,advocate,O,O
101413,the,O,O
101414,potential,O,O
101415,of,O,O
101416,proposition,O,O
101417,-,O,O
101418,level,O,O
101419,units,O,B-HyperparameterName
101420,as,O,O
101421,a,O,O
101422,cleaner,O,O
101423,and,O,O
101424,more,O,O
101425,accurate,O,O
101426,unit,O,O
101427,for,O,O
101428,summarization,B-TaskName,B-TaskName
101429,.,O,O
101430,To,O,O
101431,that,O,O
101432,end,O,O
101433,",",O,O
101434,we,O,O
101435,present,O,O
101436,a,O,O
101437,new,O,O
101438,propositionlevel,O,O
101439,pipeline,O,O
101440,for,O,O
101441,summarization,B-TaskName,B-TaskName
101442,that,O,O
101443,includes,O,O
101444,an,O,O
101445,accurate,O,O
101446,paraphrastic,O,O
101447,propositional,O,O
101448,clustering,O,B-TaskName
101449,component,O,O
101450,followed,O,O
101451,by,O,O
101452,fusion,O,O
101453,of,O,O
101454,cluster,O,O
101455,propositions,O,O
101456,",",O,O
101457,to,O,O
101458,generate,O,O
101459,concise,O,O
101460,and,O,O
101461,coherent,O,O
101462,summary,O,O
101463,sentences,O,O
101464,.,O,O
101465,Our,O,O
101466,proposed,O,O
101467,method,O,O
101468,outperforms,O,O
101469,state,O,O
101470,-,O,O
101471,ofthe,O,O
101472,-,O,O
101473,art,O,O
101474,baselines,O,O
101475,in,O,O
101476,both,O,O
101477,automatic,O,B-TaskName
101478,and,O,O
101479,human,O,B-MetricName
101480,evaluation,O,I-MetricName
101481,on,O,O
101482,the,O,O
101483,DUC,B-DatasetName,B-DatasetName
101484,and,O,O
101485,TAC,B-DatasetName,B-DatasetName
101486,MDS,B-TaskName,B-TaskName
101487,benchmarks,O,O
101488,.,O,O
101489,We,O,O
101490,provide,O,O
101491,an,O,O
101492,ablation,O,O
101493,study,O,O
101494,that,O,O
101495,indicates,O,O
101496,the,O,O
101497,beneﬁt,O,O
101498,of,O,O
101499,each,O,O
101500,of,O,O
101501,the,O,O
101502,pipeline,O,O
101503,steps,O,O
101504,",",O,O
101505,as,O,O
101506,well,O,O
101507,as,O,O
101508,the,O,O
101509,potential,O,O
101510,for,O,O
101511,future,O,O
101512,improvement,O,O
101513,.,O,O
101514,Moreover,O,O
101515,",",O,O
101516,we,O,O
101517,demonstrate,O,O
101518,the,O,O
101519,utility,O,O
101520,of,O,O
101521,the,O,O
101522,clustering,O,B-TaskName
101523,-,O,O
101524,based,O,O
101525,approach,O,O
101526,for,O,O
101527,providing,O,O
101528,source,O,O
101529,documents,O,O
101530,explanations,O,O
101531,and,O,O
101532,for,O,O
101533,manually,O,O
101534,validating,O,O
101535,summary,O,O
101536,faithfulness,O,B-MetricName
101537,.,O,O
101538,Acknowledgments,O,O
101539,The,O,O
101540,work,O,O
101541,described,O,O
101542,herein,O,O
101543,was,O,O
101544,supported,O,O
101545,in,O,O
101546,part,O,O
101547,by,O,O
101548,the,O,O
101549,PBC,O,O
101550,fellowship,O,O
101551,for,O,O
101552,outstanding,O,O
101553,PhD,O,O
101554,candidates,O,B-HyperparameterName
101555,in,O,O
101556,data,O,O
101557,science,O,O
101558,",",O,O
101559,Intel,O,O
101560,Labs,O,O
101561,",",O,O
101562,the,O,O
101563,Israel,O,O
101564,Science,O,O
101565,Foundation,O,O
101566,grant,O,O
101567,2827,O,O
101568,/,O,O
101569,21,O,O
101570,",",O,O
101571,and,O,O
101572,by,O,O
101573,a,O,O
101574,grant,O,O
101575,from,O,O
101576,the,O,O
101577,Israel,O,O
101578,Ministry,O,O
101579,of,O,O
101580,Science,O,O
101581,and,O,O
101582,Technology,O,O
101583,.,O,O
101584,Ethical,O,O
101585,Considerations,O,O
101586,Computation,O,O
101587,.,O,O
101588,We,O,O
101589,ran,O,O
101590,on,O,O
101591,3,O,B-HyperparameterValue
101592,GPUs,O,O
101593,for,O,O
101594,20,O,B-HyperparameterValue
101595,minutes,O,O
101596,to,O,O
101597,ﬁnteune,O,O
101598,each,O,O
101599,of,O,O
101600,the,O,O
101601,salience,O,O
101602,model,O,O
101603,and,O,O
101604,the,O,O
101605,fusion,O,O
101606,model,O,O
101607,.,O,O
101608,The,O,O
101609,summarization,B-TaskName,B-TaskName
101610,model,O,O
101611,runs,O,O
101612,10,O,B-HyperparameterValue
101613,minutes,O,O
101614,on,O,O
101615,4,O,B-HyperparameterValue
101616,GPUs,O,O
101617,to,O,O
101618,generate,O,O
101619,a,O,O
101620,summary,O,O
101621,.,O,O
101622,Most,O,O
101623,of,O,O
101624,the,O,O
101625,time,O,O
101626,is,O,O
101627,spent,O,O
101628,on,O,O
101629,the,O,O
101630,clustering,O,B-TaskName
101631,step,O,O
101632,",",O,O
101633,in,O,O
101634,which,O,O
101635,we,O,O
101636,calculate,O,O
101637,the,O,O
101638,SuperPAL,O,O
101639,similarity,O,O
101640,score,O,O
101641,between,O,O
101642,all,O,O
101643,salient,O,O
101644,proposition,O,O
101645,pairs,O,O
101646,.,O,O
101647,Dataset,O,O
101648,.,O,O
101649,The,O,O
101650,DUC,B-DatasetName,B-DatasetName
101651,2003,O,O
101652,and,O,O
101653,2004,O,O
101654,and,O,O
101655,TAC,B-DatasetName,B-DatasetName
101656,2008,O,O
101657,-,O,O
101658,2011,O,O
101659,datasets,O,O
101660,were,O,O
101661,acquired,O,O
101662,according,O,O
101663,to,O,O
101664,the,O,O
101665,required,O,O
101666,NIST,O,O
101667,guidelines,O,O
101668,(,O,O
101669,),O,O
101670,.,O,O
101671,Crowdsourcing,O,O
101672,.,O,O
101673,All,O,B-MetricName
101674,human,O,B-MetricName
101675,annotations,O,O
101676,and,O,O
101677,evaluations,O,O
101678,conducted,O,O
101679,with,O,O
101680,crowdsourcing,O,O
101681,were,O,O
101682,compensated,O,O
101683,as,O,O
101684,a,O,O
101685,12,O,B-HyperparameterValue
101686,$,O,O
101687,per,O,O
101688,hour,O,O
101689,wage,O,O
101690,.,O,O
101691,We,O,O
101692,estimated,O,O
101693,the,O,O
101694,task,O,O
101695,payment,O,O
101696,by,O,O
101697,completing,O,O
101698,sample,O,O
101699,assignments,O,O
101700,and,O,O
101701,obtaining,O,O
101702,the,O,O
101703,average,O,B-MetricName
101704,assignment,O,O
101705,time,O,O
101706,.,O,O
101707,References177317741775,O,O
101708,A,O,O
101709,Data,O,O
101710,Statistics,O,O
101711,B,O,O
101712,Implementation,O,O
101713,Details,O,O
101714,B.1,O,O
101715,Proposition,O,O
101716,Salience,O,O
101717,Model,O,B-MetricName
101718,Datasets,O,O
101719,.,O,O
101720,For,O,O
101721,many,O,O
101722,previous,O,O
101723,summarization,B-TaskName,B-TaskName
101724,systems,O,O
101725,these,O,O
101726,benchmarks,O,O
101727,were,O,O
101728,insufﬁciently,O,O
101729,large,O,O
101730,enough,O,O
101731,for,O,O
101732,training,O,O
101733,their,O,O
101734,models,O,O
101735,.,O,O
101736,Consequently,O,O
101737,",",O,O
101738,they,O,O
101739,pretrained,O,O
101740,on,O,O
101741,a,O,O
101742,large,O,O
101743,scale,O,O
101744,summarizationdataset,B-TaskName,B-TaskName
101745,",",O,O
101746,such,O,O
101747,as,O,O
101748,CNN,O,B-DatasetName
101749,/,O,I-DatasetName
101750,DailyMail,O,O
101751,(,O,O
101752,Hermann,O,O
101753,et,O,O
101754,al,O,O
101755,.,O,O
101756,",",O,O
101757,2015,O,O
101758,),O,O
101759,",",O,O
101760,and,O,O
101761,then,O,O
101762,ﬁnetuned,O,O
101763,on,O,O
101764,DUC,B-DatasetName,B-DatasetName
101765,/,O,I-DatasetName
101766,TAC,B-DatasetName,B-DatasetName
101767,datasets,O,O
101768,(,O,O
101769,e.g.,O,O
101770,",",O,O
101771,Lebanoff,O,O
101772,et,O,O
101773,al,O,O
101774,.,O,O
101775,",",O,O
101776,2018,O,O
101777,;,O,O
101778,Mao,O,O
101779,et,O,O
101780,al,O,O
101781,.,O,O
101782,",",O,O
101783,2020,O,O
101784,),O,O
101785,.,O,O
101786,In,O,O
101787,our,O,O
101788,case,O,O
101789,",",O,O
101790,we,O,O
101791,avoid,O,O
101792,external,O,O
101793,sources,O,O
101794,.,O,O
101795,However,O,O
101796,",",O,O
101797,as,O,O
101798,DUC,B-DatasetName,B-DatasetName
101799,training,O,O
101800,data,O,O
101801,is,O,O
101802,much,O,O
101803,smaller,O,O
101804,than,O,O
101805,TAC,B-DatasetName,B-DatasetName
101806,’s,O,I-DatasetName
101807,(,O,O
101808,30,O,B-HyperparameterValue
101809,topics,O,O
101810,vs.,O,O
101811,138,O,O
101812,),O,O
101813,",",O,O
101814,and,O,O
101815,it,O,O
101816,was,O,O
101817,apparently,O,O
101818,too,O,O
101819,small,O,O
101820,for,O,O
101821,the,O,O
101822,salience,O,O
101823,model,O,O
101824,training,O,O
101825,",",O,O
101826,we,O,O
101827,adopted,O,O
101828,the,O,O
101829,trained,O,O
101830,salience,O,O
101831,model,O,O
101832,for,O,O
101833,TAC,B-DatasetName,B-DatasetName
101834,benchmark,O,O
101835,(,O,O
101836,that,O,O
101837,was,O,O
101838,trained,O,O
101839,with,O,O
101840,TAC,O,B-DatasetName
101841,2008,O,O
101842,-,O,O
101843,2010,O,O
101844,),O,O
101845,as,O,O
101846,a,O,O
101847,pretrained,O,O
101848,model,O,O
101849,and,O,O
101850,then,O,O
101851,ﬁnetuned,O,O
101852,it,O,O
101853,with,O,O
101854,DUC,O,B-DatasetName
101855,2003,O,O
101856,.,O,O
101857,Accordingly,O,O
101858,",",O,O
101859,validating,O,O
101860,the,O,O
101861,TAC,B-DatasetName,B-DatasetName
101862,benchmark,O,O
101863,using,O,O
101864,DUC,B-DatasetName,B-DatasetName
101865,2004,I-DatasetName,I-DatasetName
101866,during,O,O
101867,the,O,O
101868,salience,O,O
101869,model,O,O
101870,training,O,O
101871,causes,O,O
101872,data,O,O
101873,leakage,O,O
101874,since,O,O
101875,this,O,O
101876,model,O,O
101877,is,O,O
101878,later,O,O
101879,ﬁnetuned,O,O
101880,to,O,O
101881,test,O,B-HyperparameterName
101882,on,O,I-HyperparameterName
101883,the,O,O
101884,same,O,O
101885,DUC,B-DatasetName,B-DatasetName
101886,2004,I-DatasetName,I-DatasetName
101887,.,O,O
101888,To,O,O
101889,avoid,O,O
101890,that,O,O
101891,",",O,O
101892,during,O,O
101893,the,O,O
101894,salience,O,O
101895,model,O,O
101896,training,O,O
101897,we,O,O
101898,used,O,O
101899,part,O,O
101900,of,O,O
101901,TAC,O,B-DatasetName
101902,2010,O,O
101903,that,O,O
101904,was,O,O
101905,omitted,O,O
101906,from,O,O
101907,training,O,O
101908,data,O,O
101909,",",O,O
101910,as,O,O
101911,a,O,O
101912,validation,O,B-HyperparameterName
101913,set,O,I-HyperparameterName
101914,(,O,O
101915,instead,O,O
101916,of,O,O
101917,DUC,B-DatasetName,B-DatasetName
101918,2004,I-DatasetName,I-DatasetName
101919,),O,O
101920,.,O,O
101921,Training,O,O
101922,Parameters,O,O
101923,.,O,O
101924,We,O,O
101925,trained,O,O
101926,the,O,O
101927,model,O,O
101928,for,O,O
101929,10,O,B-HyperparameterValue
101930,epochs,O,B-HyperparameterName
101931,with,O,O
101932,learning,B-HyperparameterName,B-HyperparameterName
101933,rate,I-HyperparameterName,I-HyperparameterName
101934,of,O,O
101935,1e-5,B-HyperparameterValue,B-HyperparameterValue
101936,and,O,O
101937,batch,B-HyperparameterName,B-HyperparameterName
101938,size,I-HyperparameterName,I-HyperparameterName
101939,of,O,O
101940,6,B-HyperparameterValue,B-HyperparameterValue
101941,instances,O,O
101942,on,O,O
101943,3,O,B-HyperparameterValue
101944,V100,O,O
101945,GPUs,O,O
101946,(,O,O
101947,meaning,O,O
101948,effective,O,O
101949,batch,O,B-HyperparameterName
101950,size,O,I-HyperparameterName
101951,was,O,O
101952,18,O,O
101953,),O,O
101954,.,O,O
101955,Training,O,O
101956,.,O,O
101957,The,O,O
101958,CDLM,O,O
101959,model,O,O
101960,is,O,O
101961,fed,O,O
101962,with,O,O
101963,a,O,O
101964,proposition,O,O
101965,within,O,O
101966,its,O,O
101967,document,O,B-TaskName
101968,and,O,O
101969,the,O,O
101970,other,O,O
101971,documents,O,O
101972,in,O,O
101973,the,O,O
101974,set,O,O
101975,.,O,O
101976,Speciﬁcally,O,O
101977,",",O,O
101978,since,O,O
101979,CDLM,O,O
101980,’s,O,O
101981,input,O,O
101982,size,O,O
101983,is,O,O
101984,limited,O,O
101985,to,O,O
