id,input,ner_tags,pred
27867,function,O,O
27868,g,O,B-HyperparameterName
27869,(,O,O
27870,i,O,O
27871,),O,O
27872,=,O,O
27873,k+i1,O,O
27874,:,O,O
27875,(,O,O
27876,3,O,O
27877,),O,O
27878,This,O,O
27879,policy,O,O
27880,initially,O,O
27881,reads,O,O
27882,ksource,O,O
27883,tokens,O,O
27884,without,O,O
27885,writing,O,O
27886,a,O,O
27887,target,O,O
27888,token,O,O
27889,",",O,O
27890,and,O,O
27891,then,O,O
27892,outputs,O,O
27893,a,O,O
27894,target,O,O
27895,token,O,O
27896,every,O,O
27897,time,O,O
27898,a,O,O
27899,source,O,O
27900,token,O,O
27901,is,O,O
27902,read,O,O
27903,.,O,O
27904,This,O,O
27905,is,O,O
27906,true,O,O
27907,in,O,O
27908,the,O,O
27909,case,O,O
27910,that,O,O
27911,the,O,O
27912,ratio,O,O
27913,between,O,O
27914,the,O,O
27915,source,O,O
27916,and,O,O
27917,target,O,O
27918,sentence,O,O
27919,lengths,O,O
27920,is,O,O
27921,one,O,O
27922,.,O,O
27923,However,O,O
27924,",",O,O
27925,in,O,O
27926,the,O,O
27927,general,O,O
27928,case,O,O
27929,",",O,O
27930,a,O,O
27931,catch,O,O
27932,-,O,O
27933,up,O,O
27934,factor,O,O
27935,computed,O,O
27936,as,O,O
27937,the,O,O
27938,inverse,O,O
27939,of,O,O
27940,the,O,O
27941,source,O,O
27942,-,O,O
27943,target,O,O
27944,length,O,B-HyperparameterName
27945,ratio,O,O
27946,deﬁnes,O,O
27947,how,O,O
27948,many,O,O
27949,target,O,O
27950,tokens,O,O
27951,are,O,O
27952,written,O,O
27953,for,O,O
27954,every,O,O
27955,read,O,O
27956,token,O,O
27957,",",O,O
27958,that,O,O
27959,generalises,O,O
27960,Eq,O,O
27961,.,O,O
27962,3,O,O
27963,as,O,O
27964,g,O,O
27965,(,O,O
27966,i,O,O
27967,),O,O
27968,=,O,O
27969,k+i1,O,O
27970,:,O,O
27971,(,O,O
27972,4,O,O
27973,),O,O
27974,The,O,O
27975,wait,O,O
27976,-,O,O
27977,kpolicy,O,O
27978,can,O,O
27979,be,O,O
27980,reformulated,O,O
27981,in,O,O
27982,streaming,B-TaskName,O
27983,MT,I-TaskName,B-TaskName
27984,so,O,O
27985,that,O,O
27986,the,O,O
27987,wait-,O,O
27988,kbehaviour,O,O
27989,is,O,O
27990,carried,O,O
27991,out,O,O
27992,for,O,O
27993,each,O,O
27994,sentence,O,O
27995,as,O,O
27996,G,O,O
27997,(,O,O
27998,i,O,O
27999,),O,O
28000,=,O,O
28001,k+ib,O,O
28002,+,O,O
28003,a1,O,O
28004,(,O,O
28005,5,O,O
28006,),O,O
28007,wherebi,O,O
28008,<,O,O
28009,b.,O,O
28010,In,O,O
28011,streaming,B-TaskName,B-TaskName
28012,MT,I-TaskName,B-TaskName
28013,",",O,O
28014,we,O,O
28015,could,O,O
28016,take,O,O
28017,advantage,O,O
28018,of,O,O
28019,the,O,O
28020,streaming,O,O
28021,history,O,O
28022,by,O,O
28023,learning,O,O
28024,the,O,O
28025,probability,O,O
28026,distribution,O,O
28027,stated,O,O
28028,in,O,O
28029,Eq,O,O
28030,.,O,O
28031,2,O,O
28032,",",O,O
28033,whenever,O,O
28034,streaming,O,O
28035,samples,O,O
28036,would,O,O
28037,be,O,O
28038,available,O,O
28039,.,O,O
28040,However,O,O
28041,",",O,O
28042,training,O,O
28043,such,O,O
28044,a,O,O
28045,model,O,O
28046,with,O,O
28047,arbitrarily,O,O
28048,long,O,O
28049,streaming,O,O
28050,samples,O,O
28051,poses,O,O
28052,a,O,O
28053,series,O,O
28054,of,O,O
28055,challenges,O,O
28056,that,O,O
28057,need,O,O
28058,to,O,O
28059,be,O,O
28060,addressed,O,O
28061,.,O,O
28062,Firstly,O,O
28063,",",O,O
28064,it,O,O
28065,would,O,O
28066,be,O,O
28067,necessary,O,O
28068,to,O,O
28069,carefully,O,O
28070,deﬁne,O,O
28071,G,O,O
28072,(,O,O
28073,i,O,O
28074,),O,O
28075,and,O,O
28076,H,O,O
28077,(,O,O
28078,i,O,O
28079,),O,O
28080,functions,O,O
28081,so,O,O
28082,that,O,O
28083,",",O,O
28084,at,O,O
28085,each,O,O
28086,timestep,O,O
28087,",",O,O
28088,the,O,O
28089,available,O,O
28090,source,O,O
28091,and,O,O
28092,target,O,O
28093,streams,O,O
28094,are,O,O
28095,perfectly,O,O
28096,aligned,O,O
28097,.,O,O
28098,Given,O,O
28099,that,O,O
28100,the,O,O
28101,source,O,O
28102,-,O,O
28103,target,O,O
28104,length,O,B-HyperparameterName
28105,ratio,O,O
28106,may,O,O
28107,vary,O,O
28108,over,O,O
28109,the,O,O
28110,stream,O,O
28111,",",O,O
28112,if,O,O
28113,one,O,O
28114,uses,O,O
28115,a,O,O
28116,wait-,O,B-HyperparameterName
28117,kpolicy,O,O
28118,with,O,O
28119,a,O,O
28120,ﬁxed,O,O
28121,",",O,O
28122,there,O,O
28123,is,O,O
28124,a,O,O
28125,signiﬁcant,O,O
28126,chance,O,O
28127,that,O,O
28128,source,O,O
28129,and,O,O
28130,target,O,O
28131,are,O,O
28132,misaligned,O,O
28133,at,O,O
28134,some,O,O
28135,points,O,O
28136,over,O,O
28137,the,O,O
28138,stream,O,O
28139,.,O,O
28140,Secondly,O,O
28141,",",O,O
28142,every,O,O
28143,target,O,O
28144,token,O,O
28145,can,O,O
28146,potentially,O,O
28147,have,O,O
28148,a,O,O
28149,differentG,O,O
28150,(,O,O
28151,i,O,O
28152,),O,O
28153,andH,O,O
28154,(,O,O
28155,i,O,O
28156,),O,O
28157,",",O,O
28158,so,O,O
28159,the,O,O
28160,encoder,O,O
28161,-,O,O
28162,decoder,O,O
28163,representation,O,O
28164,and,O,O
28165,contribution,O,O
28166,to,O,O
28167,the,O,O
28168,loss,O,O
28169,would,O,O
28170,need,O,O
28171,to,O,O
28172,be,O,O
28173,recomputed,O,O
28174,for,O,O
28175,each,O,O
28176,target,O,O
28177,token,O,O
28178,at,O,O
28179,a,O,O
28180,signiﬁcant,O,O
28181,computational,O,O
28182,expense,O,O
28183,.,O,O
28184,Lastly,O,O
28185,",",O,O
28186,current,O,O
28187,MT,B-TaskName,B-TaskName
28188,architectures,O,O
28189,and,O,O
28190,training,O,O
28191,procedures,O,O
28192,have,O,O
28193,evolved,O,O
28194,conditioned,O,O
28195,by,O,O
28196,the,O,O
28197,availability,O,O
28198,of,O,O
28199,sentence,O,O
28200,-,O,O
28201,levelparallel,O,O
28202,corpora,O,O
28203,for,O,O
28204,training,O,O
28205,",",O,O
28206,so,O,O
28207,they,O,O
28208,need,O,O
28209,to,O,O
28210,be,O,O
28211,adapted,O,O
28212,to,O,O
28213,learn,O,O
28214,from,O,O
28215,parallel,O,O
28216,streams,O,O
28217,.,O,O
28218,To,O,O
28219,tackle,O,O
28220,the,O,O
28221,aforementioned,O,O
28222,challenges,O,O
28223,in,O,O
28224,streaming,B-TaskName,O
28225,MT,I-TaskName,B-TaskName
28226,",",O,O
28227,a,O,O
28228,compromise,O,O
28229,practical,O,O
28230,solution,O,O
28231,is,O,O
28232,to,O,O
28233,uncover,O,O
28234,the,O,O
28235,source,O,O
28236,and,O,O
28237,target,O,O
28238,sentence,O,O
28239,segmentations,O,O
28240,.,O,O
28241,At,O,O
28242,training,O,O
28243,time,O,O
28244,",",O,O
28245,parallel,O,O
28246,samples,O,O
28247,are,O,O
28248,extracted,O,O
28249,by,O,O
28250,a,O,O
28251,sentence,O,O
28252,-,O,O
28253,boundary,O,O
28254,sliding,O,O
28255,window,O,O
28256,spanning,O,O
28257,over,O,O
28258,several,O,O
28259,sentences,O,O
28260,of,O,O
28261,the,O,O
28262,stream,O,O
28263,that,O,O
28264,shifts,O,O
28265,to,O,O
28266,the,O,O
28267,right,O,O
28268,one,O,O
28269,sentence,O,O
28270,at,O,O
28271,a,O,O
28272,time,O,O
28273,.,O,O
28274,In,O,O
28275,other,O,O
28276,words,O,O
28277,",",O,O
28278,each,O,O
28279,sentence,O,O
28280,pair,O,O
28281,is,O,O
28282,concatenated,O,O
28283,with,O,O
28284,its,O,O
28285,corresponding,O,O
28286,streaming,O,O
28287,history,O,O
28288,that,O,O
28289,includes,O,O
28290,previous,O,O
28291,sentence,O,O
28292,pairs,O,O
28293,simulating,O,O
28294,long,O,O
28295,-,O,O
28296,span,O,O
28297,preﬁx,O,O
28298,training,O,O
28299,.,O,O
28300,Doing,O,O
28301,so,O,O
28302,",",O,O
28303,we,O,O
28304,ensure,O,O
28305,that,O,O
28306,source,O,O
28307,and,O,O
28308,target,O,O
28309,streams,O,O
28310,are,O,O
28311,properly,O,O
28312,aligned,O,O
28313,at,O,O
28314,all,O,O
28315,times,O,O
28316,",",O,O
28317,and,O,O
28318,training,O,O
28319,can,O,O
28320,be,O,O
28321,efﬁciently,O,O
28322,carried,O,O
28323,out,O,O
28324,by,O,O
28325,considering,O,O
28326,a,O,O
28327,limited,O,O
28328,history,O,O
28329,.,O,O
28330,The,O,O
28331,inference,O,O
28332,process,O,O
28333,is,O,O
28334,performed,O,O
28335,in,O,O
28336,a,O,O
28337,purely,O,O
28338,streaming,O,O
28339,fashion,O,O
28340,in,O,O
28341,a,O,O
28342,single,O,O
28343,forward,O,O
28344,pass,O,O
28345,as,O,O
28346,deﬁned,O,O
28347,in,O,O
28348,Eq,O,O
28349,.,O,O
28350,2,O,O
28351,with,O,O
28352,H,O,B-HyperparameterName
28353,(,O,O
28354,i,O,O
28355,),O,O
28356,being,O,O
28357,consistently,O,O
28358,deﬁned,O,O
28359,in,O,O
28360,line,O,O
28361,with,O,O
28362,training,O,O
28363,",",O,O
28364,so,O,O
28365,that,O,O
28366,the,O,O
28367,streaming,O,O
28368,history,O,O
28369,spans,O,O
28370,over,O,O
28371,previous,O,O
28372,sentences,O,O
28373,already,O,O
28374,translated,O,O
28375,.,O,O
28376,2.2,O,O
28377,Partial,O,B-MethodName
28378,Bidirectional,O,O
28379,Encoder,O,O
28380,In,O,O
28381,simultaneous,B-TaskName,B-TaskName
28382,MT,I-TaskName,B-TaskName
28383,",",O,O
28384,the,O,O
28385,conventional,O,O
28386,Transformerbased,O,O
28387,bidirectional,O,O
28388,encoder,O,O
28389,representation,O,O
28390,(,O,O
28391,of,O,O
28392,the,O,O
28393,l,O,O
28394,-,O,O
28395,th,O,O
28396,layer,O,O
28397,),O,O
28398,of,O,O
28399,a,O,O
28400,source,O,O
28401,token,O,O
28402,at,O,O
28403,any,O,O
28404,position,O,O
28405,jis,O,O
28406,constrained,O,O
28407,to,O,O
28408,the,O,O
28409,current,O,O
28410,n,O,O
28411,-,O,O
28412,th,O,O
28413,sentence,O,O
28414,e,O,O
28415,=,O,O
28416,Enc,O,O
28417,e,O,O
28418,(,O,O
28419,6,O,O
28420,),O,O
28421,whereajG,O,O
28422,(,O,O
28423,i,O,O
28424,),O,O
28425,",",O,O
28426,while,O,O
28427,the,O,O
28428,decoder,O,O
28429,can,O,O
28430,only,O,O
28431,attend,O,O
28432,to,O,O
28433,previous,O,O
28434,target,O,O
28435,words,O,O
28436,and,O,O
28437,the,O,O
28438,encoding,O,O
28439,of,O,O
28440,those,O,O
28441,source,O,O
28442,words,O,O
28443,that,O,O
28444,are,O,O
28445,available,O,O
28446,at,O,O
28447,each,O,O
28448,timestep,O,B-HyperparameterName
28449,s,O,O
28450,=,O,O
28451,Dec,O,O
28452,s,O,O
28453,;,O,O
28454,e,O,O
28455,:,O,O
28456,(,O,O
28457,7,O,O
28458,),O,O
28459,As,O,O
28460,a,O,O
28461,result,O,O
28462,",",O,O
28463,the,O,O
28464,encoder,O,O
28465,and,O,O
28466,decoder,O,O
28467,representations,O,O
28468,for,O,O
28469,positions,O,O
28470,jandi,O,O
28471,",",O,O
28472,respectively,O,O
28473,",",O,O
28474,could,O,O
28475,be,O,O
28476,computed,O,O
28477,taking,O,O
28478,advantage,O,O
28479,of,O,O
28480,subsequent,O,O
28481,positions,O,O
28482,to,O,O
28483,positionjup,O,O
28484,to,O,O
28485,position,O,O
28486,G,O,O
28487,(,O,O
28488,i,O,O
28489,),O,O
28490,at,O,O
28491,inference,O,O
28492,time,O,O
28493,.,O,O
28494,However,O,O
28495,",",O,O
28496,at,O,O
28497,training,O,O
28498,time,O,O
28499,",",O,O
28500,this,O,O
28501,means,O,O
28502,that,O,O
28503,this,O,O
28504,bidirectional,O,O
28505,encoding,O,B-MethodName
28506,-,O,I-MethodName
28507,decoding,O,I-MethodName
28508,of,O,O
28509,the,O,O
28510,source,O,O
28511,sentence,O,O
28512,has,O,O
28513,to,O,O
28514,be,O,O
28515,computed,O,O
28516,for,O,O
28517,every,O,O
28518,timestep,O,O
28519,",",O,O
28520,taking,O,O
28521,up,O,O
28522,to,O,O
28523,jyjtimes,O,O
28524,longer,O,O
28525,than,O,O
28526,the,O,O
28527,conventional,O,O
28528,Transformer,O,O
28529,model,O,O
28530,.,O,O
28531,To,O,O
28532,alleviate,O,O
28533,this,O,O
28534,problem,O,O
28535,",",O,O
28536,(,O,O
28537,Elbayad,O,O
28538,et,O,O
28539,al,O,O
28540,.,O,O
28541,",",O,O
28542,2020a,O,O
28543,),O,O
28544,proposes,O,O
28545,a,O,O
28546,wait-,O,B-MethodName
28547,ksimultaneous,B-TaskName,I-MethodName
28548,MT,I-TaskName,B-TaskName
28549,model,O,O
28550,based,O,O
28551,on,O,O
28552,a,O,O
28553,modiﬁcation,O,O
28554,of,O,O
28555,the,O,O
28556,Transformer,O,O
28557,architecture,O,O
28558,that,O,O
28559,uses,O,O
28560,unidirectional,O,O
28561,encoders,O,O
28562,and,O,O
28563,multiple,O,O
28564,values,O,O
28565,of,O,B-HyperparameterName
28566,kat,O,B-HyperparameterName
28567,training,O,I-HyperparameterName
28568,time,O,I-HyperparameterName
28569,.,O,O
28570,In,O,O
28571,this,O,O
28572,way,O,O
28573,",",O,O
28574,the6974model,O,O
28575,is,O,O
28576,consistent,O,O
28577,with,O,O
28578,the,O,O
28579,limited,O,O
28580,-,O,O
28581,input,O,O
28582,restriction,O,O
28583,of,O,O
28584,simultaneous,B-TaskName,O
28585,MT,I-TaskName,B-TaskName
28586,at,O,O
28587,inference,O,O
28588,time,O,O
28589,.,O,O
28590,The,O,O
28591,proposed,O,O
28592,unidirectional,O,O
28593,encoder,O,O
28594,can,O,O
28595,be,O,O
28596,stated,O,O
28597,as,O,O
28598,e,O,O
28599,=,O,O
28600,Enc,O,O
28601,e,O,O
28602,;,O,O
28603,(,O,O
28604,8,O,O
28605,),O,O
28606,that,O,O
28607,is,O,O
28608,more,O,O
28609,restrictive,O,O
28610,than,O,O
28611,that,O,O
28612,in,O,O
28613,Eq,O,O
28614,.,O,O
28615,6,O,O
28616,",",O,O
28617,and,O,O
28618,it,O,O
28619,consequently,O,O
28620,conditions,O,O
28621,the,O,O
28622,decoder,O,O
28623,representation,O,O
28624,",",O,O
28625,sinceG,O,O
28626,(,O,O
28627,i,O,O
28628,),O,O
28629,in,O,O
28630,Eq,O,O
28631,.,O,O
28632,7,O,O
28633,depends,O,O
28634,on,O,O
28635,the,O,O
28636,speciﬁc,O,O
28637,kvalue,O,O
28638,employed,O,O
28639,at,O,O
28640,each,O,O
28641,training,O,O
28642,step,O,O
28643,.,O,O
28644,As,O,O
28645,mentioned,O,O
28646,above,O,O
28647,",",O,O
28648,the,O,O
28649,unidirectional,O,O
28650,encoder,O,O
28651,just,O,O
28652,requires,O,O
28653,a,O,O
28654,single,O,O
28655,forward,O,O
28656,pass,O,O
28657,of,O,O
28658,the,O,O
28659,encoder,O,O
28660,at,O,O
28661,training,O,O
28662,time,O,O
28663,",",O,O
28664,and,O,O
28665,therefore,O,O
28666,there,O,O
28667,is,O,O
28668,no,O,O
28669,additional,O,O
28670,computational,O,O
28671,cost,O,O
28672,compared,O,O
28673,with,O,O
28674,a,O,O
28675,conventional,O,O
28676,Transformer,O,O
28677,.,O,O
28678,However,O,O
28679,",",O,O
28680,it,O,O
28681,does,O,O
28682,not,O,O
28683,take,O,O
28684,into,O,O
28685,account,O,O
28686,all,O,O
28687,possible,O,O
28688,input,O,O
28689,tokens,O,O
28690,for,O,O
28691,different,O,O
28692,values,O,O
28693,ofk,O,O
28694,.,O,O
28695,Indeed,O,O
28696,",",O,O
28697,the,O,O
28698,encoding,O,O
28699,of,O,O
28700,the,O,O
28701,j,O,O
28702,-,O,O
28703,th,O,O
28704,input,O,O
28705,token,O,O
28706,will,O,O
28707,not,O,O
28708,consider,O,O
28709,those,O,O
28710,tokens,O,O
28711,beyond,O,O
28712,the,O,O
28713,j,O,O
28714,-,O,O
28715,th,O,O
28716,position,O,O
28717,",",O,O
28718,even,O,O
28719,if,O,O
28720,including,O,O
28721,them,O,O
28722,into,O,O
28723,the,O,O
28724,encoding,O,O
28725,process,O,O
28726,does,O,O
28727,not,O,O
28728,prevent,O,O
28729,us,O,O
28730,from,O,O
28731,performing,O,O
28732,a,O,O
28733,single,O,O
28734,forward,O,O
28735,pass,O,O
28736,.,O,O
28737,A,O,O
28738,trade,O,O
28739,-,O,O
28740,off,O,O
28741,between,O,O
28742,the,O,O
28743,unidirectional,O,O
28744,and,O,O
28745,bidirectional,O,O
28746,encoders,O,O
28747,is,O,O
28748,what,O,O
28749,we,O,O
28750,have,O,O
28751,dubbed,O,O
28752,Partial,B-MethodName,B-MethodName
28753,Bidirectional,I-MethodName,I-MethodName
28754,Encoder,I-MethodName,I-MethodName
28755,(,O,O
28756,PBE,B-MethodName,B-MethodName
28757,),O,O
28758,",",O,O
28759,which,O,O
28760,modiﬁes,O,O
28761,the,O,O
28762,unidirectional,O,O
28763,encoder,O,O
28764,to,O,O
28765,allow,O,O
28766,the,O,O
28767,ﬁrst,O,O
28768,k1source,O,O
28769,positions,O,O
28770,to,O,O
28771,have,O,O
28772,access,O,O
28773,to,O,O
28774,succeeding,O,O
28775,tokens,O,O
28776,according,O,O
28777,to,O,O
28778,e,O,O
28779,=,O,O
28780,Enc,O,O
28781,e,O,O
28782,:,O,O
28783,(,O,O
28784,9,O,O
28785,),O,O
28786,PBE,B-MethodName,B-MethodName
28787,allows,O,O
28788,for,O,O
28789,a,O,O
28790,longer,O,O
28791,context,O,O
28792,when,O,O
28793,encoding,O,O
28794,the,O,O
28795,initial,O,O
28796,positions,O,O
28797,and,O,O
28798,is,O,O
28799,consistent,O,O
28800,with,O,O
28801,Eq,O,O
28802,.,O,O
28803,7,O,O
28804,.,O,O
28805,At,O,O
28806,training,O,O
28807,time,O,O
28808,a,O,O
28809,single,O,O
28810,forward,O,O
28811,pass,O,O
28812,of,O,O
28813,the,O,O
28814,encoderdecoder,O,O
28815,is,O,O
28816,still,O,O
28817,possible,O,O
28818,as,O,O
28819,in,O,O
28820,the,O,O
28821,unidirectional,O,B-MethodName
28822,encoder,O,O
28823,",",O,O
28824,and,O,O
28825,therefore,O,O
28826,no,O,O
28827,additional,O,O
28828,training,O,O
28829,cost,O,O
28830,is,O,O
28831,incurred,O,O
28832,.,O,O
28833,At,O,O
28834,inference,O,O
28835,time,O,O
28836,",",O,O
28837,we,O,O
28838,fall,O,O
28839,back,O,O
28840,to,O,O
28841,the,O,O
28842,bidirectional,O,O
28843,encoder,O,O
28844,.,O,O
28845,Figure,O,O
28846,1,O,O
28847,shows,O,O
28848,a,O,O
28849,graphical,O,O
28850,comparison,O,O
28851,of,O,O
28852,the,O,O
28853,attention,O,O
28854,mechanism,O,O
28855,in,O,O
28856,j=,O,B-HyperparameterName
28857,3,O,B-HyperparameterValue
28858,across,O,O
28859,the,O,O
28860,bidirectional,O,O
28861,(,O,O
28862,left,O,O
28863,),O,O
28864,",",O,O
28865,unidirectional,O,O
28866,(,O,O
28867,center,O,O
28868,),O,O
28869,and,O,O
28870,PBE,B-MethodName,B-MethodName
28871,(,O,O
28872,right,O,O
28873,),O,O
28874,encoders,O,O
28875,with,O,O
28876,k=,O,B-HyperparameterName
28877,4,O,B-HyperparameterValue
28878,for,O,O
28879,two,O,O
28880,consecutive,O,B-HyperparameterName
28881,timestepsi=,O,B-HyperparameterName
28882,1,O,B-HyperparameterValue
28883,withG,O,B-HyperparameterName
28884,(,O,O
28885,1,O,O
28886,),O,O
28887,=,O,O
28888,4,O,B-HyperparameterValue
28889,(,O,O
28890,top,O,O
28891,),O,O
28892,andi=,O,B-HyperparameterName
28893,2,O,B-HyperparameterValue
28894,withG,O,B-HyperparameterName
28895,(,O,O
28896,2,O,O
28897,),O,O
28898,=,O,O
28899,5,O,B-HyperparameterValue
28900,(,O,O
28901,bottom,O,O
28902,),O,O
28903,.,O,O
28904,As,O,O
28905,observed,O,O
28906,",",O,O
28907,PBE,B-MethodName,B-MethodName
28908,can,O,O
28909,take,O,O
28910,advantage,O,O
28911,of,O,O
28912,additional,O,O
28913,positions,O,O
28914,from,O,O
28915,j+,O,B-HyperparameterName
28916,1,O,O
28917,up,O,O
28918,tokwith,O,O
28919,respect,O,O
28920,to,O,O
28921,the,O,O
28922,unidirectional,O,O
28923,encoder,O,O
28924,.,O,O
28925,In,O,O
28926,a,O,O
28927,streaming,O,O
28928,setup,O,O
28929,",",O,O
28930,the,O,O
28931,bidirectional,O,B-MethodName
28932,encoderdecoder,O,I-MethodName
28933,of,O,O
28934,Eqs,O,O
28935,.,O,O
28936,6,O,O
28937,and,O,O
28938,7,O,O
28939,are,O,O
28940,not,O,O
28941,necessarily,O,O
28942,constrained,O,O
28943,to,O,O
28944,the,O,O
28945,current,O,O
28946,sentence,O,O
28947,and,O,O
28948,could,O,O
28949,exploit,O,O
28950,a,O,O
28951,streaming,O,O
28952,history,O,O
28953,of,O,O
28954,H,O,O
28955,(,O,O
28956,i,O,O
28957,),O,O
28958,tokens,O,O
28959,e,O,O
28960,=,O,O
28961,Enc,O,O
28962,e,O,O
28963,(,O,O
28964,10,O,O
28965,),O,O
28966,s,O,O
28967,=,O,O
28968,Dec,O,O
28969,s,O,O
28970,;,O,O
28971,e,O,O
28972,:,O,O
28973,(,O,O
28974,11,O,O
28975,),O,O
28976,Likewise,O,O
28977,",",O,O
28978,the,O,O
28979,proposed,O,O
28980,PBE,B-MethodName,O
28981,with,O,O
28982,streaming,O,O
28983,history,O,O
28984,states,O,O
28985,as,O,O
28986,follows,O,O
28987,e,O,O
28988,=,O,O
28989,Enc,O,O
28990,e,O,O
28991,:,O,O
28992,(,O,O
28993,12,O,O
28994,),O,O
28995,3,O,O
28996,Experimental,O,O
28997,setup,O,O
28998,A,O,O
28999,series,O,O
29000,of,O,O
29001,comparative,O,O
29002,experiments,O,O
29003,in,O,O
29004,terms,O,O
29005,of,O,O
29006,translation,O,O
29007,quality,O,O
29008,and,O,O
29009,latency,O,O
29010,have,O,O
29011,been,O,O
29012,carried,O,O
29013,out,O,O
29014,using,O,O
29015,data,O,O
29016,from,O,O
29017,the,O,O
29018,IWSLT,B-DatasetName,B-DatasetName
29019,2020,I-DatasetName,I-DatasetName
29020,Evaluation,I-DatasetName,I-DatasetName
29021,Campaign,I-DatasetName,O
29022,(,O,O
29023,Ansari,O,B-DatasetName
29024,et,O,O
29025,al,O,O
29026,.,O,O
29027,",",O,O
29028,2020,O,O
29029,),O,O
29030,",",O,O
29031,for,O,O
29032,both,O,O
29033,German,O,O
29034,!,O,O
29035,English,O,O
29036,and,O,O
29037,English,O,O
29038,!,O,O
29039,German,O,O
29040,.,O,O
29041,For,O,O
29042,the,O,O
29043,streaming,O,O
29044,condition,O,O
29045,",",O,O
29046,our,O,O
29047,system,O,O
29048,is,O,O
29049,tuned,O,O
29050,on,O,O
29051,the,O,O
29052,2010,O,O
29053,dev,O,O
29054,set,O,O
29055,",",O,O
29056,and,O,O
29057,evaluated,O,O
29058,on,O,O
29059,the,O,O
29060,2010,O,O
29061,test,O,O
29062,set,O,O
29063,for,O,O
29064,comparison,O,O
29065,with,O,O
29066,(,O,O
29067,Schneider,O,O
29068,and,O,O
29069,Waibel,O,O
29070,",",O,O
29071,2020,O,O
29072,),O,O
29073,.,O,O
29074,Under,O,O
29075,this,O,O
29076,setting,O,O
29077,",",O,O
29078,words,O,O
29079,were,O,O
29080,lowercased,O,O
29081,and,O,O
29082,punctuation,O,O
29083,was,O,O
29084,removed,O,O
29085,in,O,O
29086,order,O,O
29087,to,O,O
29088,simulate,O,O
29089,a,O,O
29090,basic,O,O
29091,upstream,O,O
29092,ASR,O,B-TaskName
29093,system,O,O
29094,.,O,O
29095,Also,O,O
29096,",",O,O
29097,a,O,O
29098,second,O,O
29099,nonstreaming,O,O
29100,setting,O,O
29101,is,O,O
29102,used,O,O
29103,for,O,O
29104,the,O,O
29105,English,O,O
29106,!,O,O
29107,German,O,O
29108,direction,O,O
29109,to,O,O
29110,compare,O,O
29111,our,O,O
29112,system,O,O
29113,with,O,O
29114,top,O,O
29115,-,O,O
29116,of,O,O
29117,-,O,O
29118,theline,O,O
29119,sentence,O,O
29120,-,O,O
29121,based,O,B-TaskName
29122,simultaneous,B-TaskName,B-TaskName
29123,MT,I-TaskName,I-TaskName
29124,systems,O,O
29125,participating,O,O
29126,in,O,O
29127,the,O,O
29128,IWSLT,B-DatasetName,B-DatasetName
29129,2020,I-DatasetName,I-DatasetName
29130,Simultaneous,B-TaskName,B-TaskName
29131,Translation,I-TaskName,I-TaskName
29132,Task,O,O
29133,.,O,O
29134,Table,O,O
29135,1,O,O
29136,summarizes,O,O
29137,the,O,O
29138,basic,O,O
29139,statistics,O,O
29140,of,O,O
29141,the,O,O
29142,IWSLT,B-DatasetName,B-DatasetName
29143,corpora,O,O
29144,used,O,O
29145,for,O,O
29146,training,O,O
29147,the,O,O
29148,streaming,B-TaskName,B-TaskName
29149,MT,I-TaskName,I-TaskName
29150,systems,O,O
29151,.,O,O
29152,Corpora,O,O
29153,for,O,O
29154,which,O,O
29155,document,O,O
29156,information,O,O
29157,is,O,O
29158,readily,O,O
29159,available,O,O
29160,are,O,O
29161,processed,O,O
29162,for,O,O
29163,training,O,O
29164,using,O,O
29165,the,O,O
29166,sliding,O,O
29167,window,O,O
29168,technique,O,O
29169,mentioned,O,O
29170,in,O,O
29171,Section,O,O
29172,2.1,O,O
29173,.,O,O
29174,Speciﬁcally,O,O
29175,",",O,O
29176,for,O,O
29177,each,O,O
29178,training,O,O
29179,sentence,O,O
29180,",",O,O
29181,we,O,O
29182,prepend,O,O
29183,previous,O,O
29184,sentences,O,O
29185,",",O,O
29186,which,O,O
29187,are,O,O
29188,added,O,O
29189,one,O,O
29190,by,O,O
29191,one,O,O
29192,until,O,O
29193,a,O,O
29194,thresholdhof,O,O
29195,history,O,O
29196,tokens,O,O
29197,is,O,O
29198,reached,O,O
29199,.,O,O
29200,Sentence,O,O
29201,boundaries,O,O
29202,are,O,O
29203,deﬁned,O,O
29204,on,O,O
29205,the,O,O
29206,presence,O,O
29207,of,O,O
29208,special,O,O
29209,tokens,O,O
29210,(,O,O
29211,<,O,O
29212,DOC,O,O
29213,>,O,O
29214,",",O,O
29215,<,O,O
29216,CONT,O,O
29217,>,O,O
29218,",",O,O
29219,<,O,O
29220,BRK,O,O
29221,>,O,O
29222,",",O,O
29223,<,O,O
29224,SEP,O,O
29225,>,O,O
29226,),O,O
29227,as,O,O
29228,in,O,O
29229,(,O,O
29230,Junczys,O,O
29231,-,O,O
29232,Dowmunt,O,O
29233,",",O,O
29234,2019,O,O
29235,),O,O
29236,.,O,O
29237,Byte,O,B-MethodName
29238,Pair,O,I-MethodName
29239,Encoding,O,I-MethodName
29240,(,O,O
29241,Sennrich,O,O
29242,et,O,O
29243,al,O,O
29244,.,O,O
29245,",",O,O
29246,2016,O,O
29247,),O,O
29248,with,O,O
29249,40,O,B-HyperparameterValue
29250,K,O,I-HyperparameterValue
